Time,Request Time,Computation Time
2023-11-07T16:58:21,21.031011819839478,6.850000318081584e-07
2023-11-07T16:58:44,21.02144503593445,1.1890001587744337e-06
2023-11-07T16:59:06,21.017513513565063,7.710000318184029e-07
2023-11-07T16:59:07,0.0230867862701416,7.740000000922009e-07
2023-11-07T16:59:08,0.015036821365356445,1.1080001058871858e-06
2023-11-07T16:59:09,0.017016887664794922,7.619998996233335e-07
2023-11-07T16:59:10,0.015018939971923828,7.670000741200056e-07
2023-11-07T16:59:11,0.016500234603881836,1.1629999789875e-06
2023-11-07T16:59:12,0.014564990997314453,1.0790001852001296e-06
2023-11-07T16:59:13,0.015012979507446289,7.679998361709295e-07
2023-11-07T16:59:14,0.016153335571289062,7.520000053773401e-07
2023-11-07T16:59:15,0.015827178955078125,7.37999926059274e-07
2023-11-07T16:59:16,0.01596999168395996,1.4409999948838959e-06
2023-11-07T16:59:17,0.015021324157714844,8.219999472203199e-07
2023-11-07T16:59:18,0.014017343521118164,8.499998784827767e-07
2023-11-07T16:59:19,0.014507055282592773,7.640001058462076e-07
2023-11-07T16:59:20,0.014775753021240234,8.110000635497272e-07
2023-11-07T16:59:21,0.016538619995117188,1.1049999102397123e-06
2023-11-07T16:59:22,0.01551055908203125,1.021000116452342e-06
2023-11-07T16:59:23,0.014784097671508789,1.0690000635804608e-06
2023-11-07T16:59:24,0.015022754669189453,1.3730000318901148e-06
2023-11-07T16:59:25,0.014513254165649414,7.669998467463301e-07
2023-11-07T16:59:26,0.01505899429321289,1.4229999578674324e-06
2023-11-07T16:59:27,0.015192031860351562,8.480001270072535e-07
2023-11-07T16:59:28,0.017651081085205078,1.1769998309318908e-06
2023-11-07T16:59:29,0.016165494918823242,7.839998943381943e-07
2023-11-07T16:59:30,0.014595746994018555,1.17799982035649e-06
2023-11-07T16:59:31,0.015067338943481445,7.599999207741348e-07
2023-11-07T16:59:32,0.018073558807373047,8.24000153443194e-07
2023-11-07T16:59:33,0.015021324157714844,1.0260000635753386e-06
2023-11-07T16:59:34,0.015023469924926758,8.199999683711212e-07
2023-11-07T16:59:35,0.014554977416992188,6.940001640032278e-07
2023-11-07T16:59:36,0.015050649642944336,1.1629999789875e-06
2023-11-07T16:59:37,0.01461338996887207,1.0579999525361927e-06
2023-11-07T16:59:38,0.01505899429321289,1.8599998838908505e-06
2023-11-07T16:59:39,0.015575408935546875,8.600000001024455e-07
2023-11-07T16:59:40,0.016223430633544922,1.0009998732130043e-06
2023-11-07T16:59:41,0.015511035919189453,1.1040001481887884e-06
2023-11-07T16:59:42,0.014298439025878906,1.008999788609799e-06
2023-11-07T16:59:43,0.015163183212280273,1.2059999789926223e-06
2023-11-07T16:59:44,0.016511201858520508,1.374000021314714e-06
2023-11-07T16:59:45,0.01610875129699707,7.659996299480554e-07
2023-11-07T16:59:46,0.015051126480102539,1.5129999155760743e-06
2023-11-07T16:59:47,0.024139404296875,8.280003385152668e-07
2023-11-07T16:59:48,0.015117406845092773,1.1800002539530396e-06
2023-11-07T16:59:49,0.016013622283935547,8.130000423989259e-07
2023-11-07T16:59:50,0.01569199562072754,1.1269999049545731e-06
2023-11-07T16:59:51,0.01601433753967285,8.490001164318528e-07
2023-11-07T16:59:52,0.015052318572998047,7.279995770659298e-07
2023-11-07T16:59:53,0.015127182006835938,8.600000001024455e-07
2023-11-07T16:59:54,0.015043020248413086,7.799999366397969e-07
2023-11-07T16:59:55,0.014954566955566406,1.0429998837935273e-06
2023-11-07T16:59:56,0.015511274337768555,8.449997039861046e-07
2023-11-07T16:59:57,0.015161514282226562,8.170000000973232e-07
2023-11-07T16:59:58,0.015076398849487305,9.260002116207033e-07
2023-11-07T16:59:59,0.014605998992919922,8.380002327612601e-07
2023-11-07T17:00:00,0.019764184951782227,7.479998203052673e-07
2023-11-07T17:00:01,0.015211820602416992,7.809999260643963e-07
2023-11-07T17:00:02,0.018527984619140625,8.510000952810515e-07
2023-11-07T17:00:03,0.01551055908203125,7.55999735702062e-07
2023-11-07T17:00:04,0.0158843994140625,7.809999260643963e-07
2023-11-07T17:00:06,0.016018390655517578,8.649999472254422e-07
2023-11-07T17:00:07,0.03322625160217285,8.949996299634222e-07
2023-11-07T17:00:08,0.017023563385009766,9.76000137598021e-07
2023-11-07T17:00:09,0.016030550003051758,1.35000027512433e-06
2023-11-07T17:00:10,0.014510154724121094,7.660000846954063e-07
2023-11-07T17:00:11,0.015030145645141602,7.270000423886813e-07
2023-11-07T17:00:12,0.01703667640686035,8.269998943433166e-07
2023-11-07T17:00:13,0.015510082244873047,1.03899992609513e-06
2023-11-07T17:00:14,0.015047550201416016,8.430001798842568e-07
2023-11-07T17:00:15,0.016594648361206055,1.0220001058769412e-06
2023-11-07T17:00:16,0.014934778213500977,1.1460001587693114e-06
2023-11-07T17:00:17,0.01602005958557129,9.48999968386488e-07
2023-11-07T17:00:18,0.015019655227661133,8.359997991647106e-07
2023-11-07T17:00:19,0.01450800895690918,9.159998626273591e-07
2023-11-07T17:00:20,0.014568805694580078,7.710000318184029e-07
2023-11-07T17:00:21,0.014770269393920898,8.359997991647106e-07
2023-11-07T17:00:22,0.015461444854736328,1.0320000001229346e-06
2023-11-07T17:00:23,0.015515565872192383,7.270000423886813e-07
2023-11-07T17:00:24,0.015018939971923828,9.129998943535611e-07
2023-11-07T17:00:25,0.014507770538330078,8.779998097452335e-07
2023-11-07T17:00:26,0.015025615692138672,1.029999566526385e-06
2023-11-07T17:00:27,0.015530109405517578,7.190001269918866e-07
2023-11-07T17:00:28,0.015508651733398438,9.539999155094847e-07
2023-11-07T17:00:29,0.015534400939941406,1.249999968422344e-06
2023-11-07T17:00:30,0.016019344329833984,1.0660000953066628e-06
2023-11-07T17:00:31,0.015473604202270508,7.31999989511678e-07
2023-11-07T17:00:32,0.01802515983581543,9.329996828455478e-07
2023-11-07T17:00:33,0.01543569564819336,7.849998837627936e-07
2023-11-07T17:00:34,0.014512777328491211,1.1669999366858974e-06
2023-11-07T17:00:35,0.016019105911254883,1.178000275103841e-06
2023-11-07T17:00:36,0.018132925033569336,7.839998943381943e-07
2023-11-07T17:00:37,0.01601886749267578,1.1440001799201127e-06
2023-11-07T17:00:38,0.015053987503051758,8.730003173695877e-07
2023-11-07T17:00:39,0.0160672664642334,7.600001481478103e-07
2023-11-07T17:00:40,0.015381574630737305,7.639996510988567e-07
2023-11-07T17:00:41,0.01553797721862793,7.479998203052673e-07
2023-11-07T17:00:42,0.015535354614257812,1.3230001059127972e-06
2023-11-07T17:00:43,0.015116691589355469,7.640001058462076e-07
2023-11-07T17:00:44,0.015528678894042969,8.340002750628628e-07
